60	60	0.7947485206881083
60	120	0.7604004994510198
60	180	0.7417708344545247
60	240	0.7170120904728898
60	300	0.7371152292991214
60	360	0.7309953262611898
60	420	0.7439395965430396
60	480	0.7565489157206188
60	540	0.7153044456952571
60	600	0.7207205325205257
60	660	0.7341193771075011
60	720	0.7408571675620151
60	780	0.8019926224461916
60	840	0.7620514271524015
60	900	0.7659557153832548
60	960	0.7487178899136063
60	1020	0.7882791427205434
60	1080	0.7644881940152892
60	1140	0.7942401193784406
60	1200	0.7627226767260017
60	1260	0.755373386054176
60	1320	0.7368868339264942
60	1380	0.7402119195918042
60	1440	0.7862228112626346

120	60	0.8129560079092395
120	120	0.7861279139540368
120	180	0.7813027754296444
120	240	0.769222508576672
120	300	0.7477594037283182
120	360	0.7557384421725057
120	420	0.7235056951253029
120	480	0.7928281930724957
120	540	0.751892410997166
120	600	0.7543178279014909
120	660	0.7514462122154558
120	720	0.7747881880355957
120	780	0.762733569219034
120	840	0.7567452147692284
120	900	0.7774870880161208
120	960	0.8133553861259465
120	1020	0.8110149515768695
120	1080	0.7893428527991522
120	1140	0.8123975225068832
120	1200	0.775617922924077
120	1260	0.7555443666354236
120	1320	0.7527072198341977
120	1380	0.7675261109363785
120	1440	0.803369133707069

180	60	0.8119450757951578
180	120	0.7917620138802121
180	180	0.7952403313583795
180	240	0.7695767083311953
180	300	0.7431378548716905
180	360	0.7965112640237084
180	420	0.7788005630345588
180	480	0.7769685197135304
180	540	0.773034993487627
180	600	0.7692047333443095
180	660	0.7756156729343365
180	720	0.7986536535456883
180	780	0.7529420491154789
180	840	0.8117150317456815
180	900	0.8064422865771387
180	960	0.8061532757312657
180	1020	0.795127625039796
180	1080	0.8162140391844873
180	1140	0.8122640690085452
180	1200	0.7923978613554689
180	1260	0.7650450411105864
180	1320	0.7562966930946964
180	1380	0.7711857596729806
180	1440	0.8080200305726746

240	60	0.8134692318880063
240	120	0.7974795399950021
240	180	0.7761490024307047
240	240	0.7700270676000771
240	300	0.7762660289052445
240	360	0.7833897537674767
240	420	0.7805749410804339
240	480	0.7804754716392499
240	540	0.7543189189679486
240	600	0.7865268688455735
240	660	0.7577077812297721
240	720	0.7988129573493913
240	780	0.7682243514492554
240	840	0.8148773958803766
240	900	0.8091312377975128
240	960	0.8080082478966678
240	1020	0.7964016749105424
240	1080	0.8003942080704998
240	1140	0.8115097571197782
240	1200	0.7948116656981044
240	1260	0.7619135668902443
240	1320	0.7574065027349803
240	1380	0.7791965871110454
240	1440	0.8123738937058619

300	60	0.8195606002503851
300	120	0.8085203709358046
300	180	0.7881793755494415
300	240	0.7804840481827333
300	300	0.7933464962453601
300	360	0.7853401544549823
300	420	0.7993680392738322
300	480	0.7802831940772508
300	540	0.7701678046673387
300	600	0.7901399729552466
300	660	0.7769248992791373
300	720	0.7995591880450127
300	780	0.8050444177096896
300	840	0.8178155028845253
300	900	0.8065352484337363
300	960	0.8048533545921652
300	1020	0.8127600016892279
300	1080	0.8011227309306382
300	1140	0.8135675372126819
300	1200	0.7967477551613803
300	1260	0.7621945043038839
300	1320	0.7577091601863075
300	1380	0.7950702098620677
300	1440	0.8130301203641211

360	60	0.8271925102917356
360	120	0.8227980990214185
360	180	0.8017648742167985
360	240	0.7968370568623067
360	300	0.7986588176011977
360	360	0.7848043272272114
360	420	0.8020167519824871
360	480	0.8103327727445924
360	540	0.7710538598965986
360	600	0.8021507301448777
360	660	0.7764815869017775
360	720	0.8030239193742887
360	780	0.8058774196912559
360	840	0.8202715130308555
360	900	0.8070160012181561
360	960	0.8070266427220831
360	1020	0.8115559499702194
360	1080	0.8185603482487129
360	1140	0.8063668602325627
360	1200	0.8075993952149649
360	1260	0.7773619485340283
360	1320	0.7564652347643652
360	1380	0.7989947979887507
360	1440	0.8150929868695679

420	60	0.8404827331465009
420	120	0.8361712527986881
420	180	0.8011994820285249
420	240	0.7949966364190116
420	300	0.7955781451366389
420	360	0.8036650219789285
420	420	0.80214170694178
420	480	0.8007732605261662
420	540	0.7757539053666846
420	600	0.812959653576577
420	660	0.7810753072656517
420	720	0.836217037795992
420	780	0.8139628512693208
420	840	0.8094493976267874
420	900	0.8209295271912251
420	960	0.7935393418935607
420	1020	0.815351535510122
420	1080	0.8208339578214998
420	1140	0.7996028981338239
420	1200	0.818761766913523
420	1260	0.7800049289278171
420	1320	0.7591988168597708
420	1380	0.8149403178853838
420	1440	0.8374577881559346

480	60	0.8393206407393279
480	120	0.8421284581583623
480	180	0.8054879262258647
480	240	0.7999490799293902
480	300	0.8168930608807506
480	360	0.8041495725844556
480	420	0.80216909201505
480	480	0.8029854669843258
480	540	0.7759902410473059
480	600	0.8110998374974873
480	660	0.7731001660533475
480	720	0.834980927268428
480	780	0.8138264980767804
480	840	0.8096261064990025
480	900	0.8199206292982957
480	960	0.796484588738094
480	1020	0.816015666613678
480	1080	0.819960817511947
480	1140	0.8057571692298194
480	1200	0.8026591285685329
480	1260	0.7785516904241478
480	1320	0.7594018832954583
480	1380	0.8333877739002952
480	1440	0.8223933337804105

540	60	0.8307678840553019
540	120	0.838463691085742
540	180	0.804648545372229
540	240	0.8002555915193308
540	300	0.8212220586718947
540	360	0.8047449659882548
540	420	0.8005439895823285
540	480	0.8038623035612172
540	540	0.781228606794308
540	600	0.8097013589781901
540	660	0.7726234739649183
540	720	0.8338522568790472
540	780	0.8129328189905699
