1,0.560216,0.929062
2,0.572812,0.938468
3,0.581128,0.941581
4,0.583166,0.945077
5,0.587436,0.945685
6,0.592392,0.945874
7,0.588677,0.945919
8,0.592033,0.943611
9,0.592674,0.940886
10,0.593929,0.940856
11,0.591255,0.941458
12,0.587094,0.941958
13,0.585832,0.939865
14,0.586474,0.937201
15,0.590090,0.934680
16,0.605382,0.934807
17,0.602785,0.932703
18,0.602250,0.932587
19,0.608073,0.935233
20,0.611864,0.932554
21,0.614231,0.938272
22,0.609171,0.940389
23,0.604375,0.942579
24,0.598222,0.944525
25,0.598489,0.944462
26,0.595062,0.944675
27,0.599359,0.944816
28,0.600580,0.945030
29,0.603390,0.945231
30,0.609125,0.945286
31,0.607022,0.945260
32,0.610037,0.945319
33,0.611927,0.945117
34,0.612512,0.945115
35,0.611433,0.945675
36,0.606745,0.945807
37,0.606472,0.946265
38,0.609087,0.946357
39,0.607591,0.944878
40,0.613969,0.945101
41,0.612608,0.942974
42,0.611413,0.945679
43,0.619399,0.945788
44,0.624017,0.945278
45,0.627503,0.947249
46,0.624019,0.947308
47,0.620690,0.947309
48,0.616523,0.944934
49,0.617661,0.944937
50,0.617003,0.945093
51,0.622307,0.942382
52,0.625662,0.942494
53,0.627235,0.942703
54,0.622381,0.942606
55,0.621997,0.942700
56,0.624086,0.942791
57,0.625565,0.942479
58,0.627244,0.942501
59,0.625349,0.942714
60,0.619797,0.942831
61,0.619711,0.943099
62,0.620592,0.943083
63,0.617823,0.943513
64,0.623713,0.943962
65,0.624519,0.941973
66,0.623423,0.941961
67,0.631553,0.944238
68,0.629248,0.943952
69,0.634673,0.945851
70,0.634376,0.945615
71,0.631296,0.949708
72,0.626296,0.949588
73,0.625573,0.949671
74,0.624941,0.949891
75,0.629745,0.949829
76,0.632605,0.949728
77,0.635636,0.949714
78,0.630627,0.949793
79,0.629560,0.950191
80,0.633478,0.950193
81,0.634589,0.950041
82,0.636448,0.950184
83,0.635910,0.950490
84,0.630538,0.950563
85,0.630828,0.950582
86,0.631230,0.950092
87,0.629424,0.950082
88,0.636583,0.949895
89,0.637225,0.950000
90,0.635254,0.947809
91,0.643382,0.950077
92,0.641767,0.949927
93,0.647007,0.949739
94,0.643925,0.949654
95,0.640122,0.949491
96,0.635943,0.949442
97,0.634874,0.949505
98,0.633510,0.949750
99,0.638619,0.949612
100,0.641639,0.949425
101,0.643425,0.949518
102,0.639244,0.949582
103,0.636324,0.949902
104,0.640436,0.949840
105,0.641219,0.949556
106,0.645212,0.949503
107,0.644573,0.949851
108,0.638773,0.949847
109,0.640786,0.949847
110,0.640904,0.949877
111,0.638179,0.950370
112,0.640235,0.950477
113,0.643014,0.950466
114,0.641170,0.950485
115,0.651006,0.950531
116,0.649467,0.950589
117,0.654732,0.950360
118,0.652827,0.950096
119,0.649233,0.949932
120,0.645868,0.949777
121,0.645077,0.949806
122,0.645274,0.952208
123,0.651647,0.951943
124,0.653503,0.951741
125,0.654312,0.951839
126,0.650192,0.951839
127,0.646323,0.952170
128,0.650658,0.952279
129,0.649738,0.952051
130,0.652932,0.951959
131,0.652850,0.952349
132,0.647539,0.952334
133,0.649783,0.949784
134,0.650673,0.949693
135,0.647172,0.950033
136,0.649151,0.947667
137,0.653186,0.947650
138,0.649951,0.950049
139,0.660125,0.950101
140,0.656071,0.952755
141,0.660573,0.952474
142,0.659263,0.952473
143,0.654413,0.952250
144,0.652459,0.952084
145,0.651476,0.952005
146,0.651549,0.952175
147,0.659450,0.951547
148,0.663156,0.950421
149,0.666072,0.950403
150,0.661801,0.950446
151,0.658544,0.950623
152,0.663249,0.950755
153,0.662745,0.950730
154,0.666431,0.950735
155,0.666867,0.950843
156,0.663027,0.951201
157,0.665590,0.951234
158,0.666710,0.951128
159,0.663994,0.951494
160,0.664717,0.951665
161,0.669358,0.951567
162,0.667372,0.951656
163,0.676505,0.951816
164,0.672204,0.951918
165,0.676085,0.951687
166,0.674375,0.951744
167,0.668875,0.951892
168,0.666339,0.951749
169,0.663908,0.951826
170,0.664882,0.951926
171,0.671093,0.951746
172,0.673835,0.951339
173,0.677025,0.951576
174,0.672865,0.951713
175,0.669227,0.951750
176,0.672233,0.951807
177,0.672320,0.951708
178,0.675272,0.951812
179,0.675962,0.951737
180,0.669978,0.951440
181,0.671967,0.951287
182,0.672727,0.951109
183,0.669414,0.951419
184,0.670377,0.951586
185,0.674425,0.951438
186,0.672029,0.951588
187,0.681191,0.951756
188,0.678008,0.951804
189,0.680007,0.951761
190,0.679312,0.951822
191,0.675214,0.951998
192,0.671777,0.951942
193,0.668895,0.954578
194,0.666833,0.954757
195,0.668948,0.954848
196,0.668643,0.954371
197,0.672064,0.954580
198,0.669127,0.954702
199,0.665949,0.954699
200,0.667606,0.954795
201,0.668569,0.954596
202,0.671589,0.954682
203,0.670938,0.954715
204,0.665646,0.954596
205,0.668068,0.954580
206,0.668386,0.954457
207,0.664949,0.954855
208,0.666350,0.954818
209,0.675191,0.953924
210,0.672409,0.953707
211,0.681656,0.953883
212,0.678331,0.953955
213,0.679013,0.953955
214,0.678421,0.953741
215,0.674759,0.954001
216,0.671099,0.953950
217,0.668229,0.954023
218,0.668629,0.954258
219,0.666339,0.954307
220,0.669221,0.953743
221,0.669874,0.953820
222,0.667714,0.953966
223,0.665951,0.953903
224,0.668955,0.953914
225,0.668913,0.953765
226,0.671584,0.954010
227,0.674571,0.953897
228,0.669603,0.953818
229,0.672363,0.953807
230,0.672145,0.955890
231,0.668088,0.956225
232,0.670385,0.956238
233,0.673002,0.956295
234,0.669032,0.956442
235,0.684099,0.956234
236,0.683642,0.956154
237,0.684810,0.956081
238,0.684876,0.955998
239,0.681661,0.956118
