2,0.950303
3,0.948839
4,0.949912
5,0.949687
6,0.949882
7,0.950526
8,0.950375
9,0.950213
10,0.950172
11,0.950666
12,0.950503
13,0.950641
14,0.950400
15,0.950415
16,0.950486
17,0.950535
18,0.950453
19,0.950462
20,0.950666
21,0.950134
22,0.950463
23,0.950806
24,0.950547
25,0.950218
26,0.950053
27,0.950625
28,0.950273
29,0.950338
30,0.950090
31,0.950007
32,0.950177
33,0.950363
34,0.950223
35,0.950296
36,0.950148
37,0.949909
38,0.950222
39,0.950045
40,0.950164
41,0.949960
42,0.949828
43,0.949754
44,0.949986
45,0.949864
46,0.950024
47,0.949623
48,0.949947
49,0.949946
50,0.949784
51,0.949859
52,0.949655
53,0.949477
54,0.949818
55,0.949425
56,0.949768
57,0.949647
58,0.949603
59,0.949669
60,0.949228
61,0.949629
62,0.949547
63,0.949615
64,0.949605
65,0.949728
66,0.949658
67,0.949425
68,0.949586
69,0.949499
70,0.949619
71,0.949532
72,0.949359
73,0.949320
74,0.949256
75,0.949243
76,0.949588
77,0.949442
78,0.949247
79,0.949269
80,0.949532
81,0.949389
82,0.949296
83,0.949269
84,0.948964
85,0.949324
86,0.949338
87,0.949095
88,0.949488
89,0.949223
90,0.948972
91,0.949126
92,0.949284
93,0.949150
94,0.948870
95,0.949446
96,0.949183
97,0.949096
98,0.949080
99,0.948911
100,0.948845
101,0.948905
102,0.948926
103,0.948985
104,0.949215
105,0.948863
106,0.948969
107,0.949034
108,0.948562
109,0.948844
110,0.948774
111,0.948667
112,0.948617
113,0.948521
114,0.948534
115,0.948689
116,0.948644
117,0.948626
118,0.948367
119,0.948528
120,0.948732
