120,1,0.959819
120,2,0.944426
120,3,0.921620
120,4,0.927101
120,5,0.929328
120,6,0.934541
120,7,0.939636
120,8,0.934799
120,9,0.937129
120,10,0.939552
120,11,0.940561
120,12,0.942238
120,13,0.941597
120,14,0.942639
120,15,0.942844
120,16,0.943314
120,17,0.943015
120,18,0.944580
120,19,0.945879
120,20,0.947070
120,21,0.947440
120,22,0.947553
120,23,0.948824
120,24,0.950174
120,25,0.950339
120,26,0.950617
120,27,0.951165
120,28,0.951283
120,29,0.951893
120,30,0.952297
120,31,0.952843
120,32,0.953220
120,33,0.953283
120,34,0.954033
120,35,0.954031
120,36,0.954153
120,37,0.954287
120,38,0.954805
120,39,0.954600
120,40,0.954207
120,41,0.954654
120,42,0.954391
120,43,0.954777
120,44,0.954871
120,45,0.955038
120,46,0.955357
120,47,0.955102
120,48,0.955563
120,49,0.955769
120,50,0.955992
120,51,0.955256
120,52,0.955515
120,53,0.956035
120,54,0.956019
120,55,0.952499
120,56,0.950968
120,57,0.951950
120,58,0.953220
120,59,0.953390
120,60,0.952874
120,61,0.952163
120,62,0.952590
120,63,0.953741
120,64,0.953483
120,65,0.952383
120,66,0.950906
120,67,0.950117
120,68,0.950627
120,69,0.950888
120,70,0.951543
120,71,0.952122
120,72,0.952731
120,73,0.953774
120,74,0.950613
120,75,0.952588
120,76,0.949955
120,77,0.950692
120,78,0.951215
120,79,0.950638
120,80,0.949923
120,81,0.949403
120,82,0.949526
120,83,0.953798
120,84,0.954123
120,85,0.954497
120,86,0.954323
120,87,0.953267
120,88,0.952907
120,89,0.951847
120,90,0.951170
120,91,0.951523
120,92,0.951702
120,93,0.951909
120,94,0.951910
120,95,0.952633
120,96,0.952997
120,97,0.953877
120,98,0.954169
120,99,0.953783
120,100,0.956498
120,101,0.956477
120,102,0.952533
120,103,0.952558
120,104,0.952414
120,105,0.951821
120,106,0.952013
120,107,0.952156
120,108,0.951836
120,109,0.951992
120,110,0.952985
120,111,0.953345
120,112,0.953424
120,113,0.953636
120,114,0.952607
120,115,0.952924
120,116,0.953292
120,117,0.952972
120,118,0.952921
120,119,0.952855
120,120,0.953219

